entidad,descripcion,titulo,tipo,herencia,kontroler,formulario
"ITEMREMITOELEC","Item remito electrónico","Items del remito electrónico","I","remitoelec","",T
"DESTINODESCARGACHEQUES","Destino de descarga de cheques","Destino de descarga de cheques","E","","",T
"DescargaDecheques","Descarga de cheques de terceros","Descarga de cheques de terceros","E","","",T
"Itemdescargacheque","Item descarga de cheques","Item descarga de cheques","I","DESCARGACHEQUE","",F
"FACTURADEEXPORTACION","Factura de exportación de venta","Factura de exportación","E","Ent_ComprobanteExportacion","ComprobanteDeVentasConValores",T
"NOTADECREDITODEEXPORTACION","Nota de crédito de exportación de venta","Nota de crédito de exportación","E","Ent_ComprobanteExportacion","ComprobanteDeVentasConValores",T
"NOTADEDEBITODEEXPORTACION","Nota de débito de exportación de venta","Nota de débito de exportación","E","Ent_ComprobanteExportacion","ComprobanteDeVentasConValores",T
"EDICIONIMPUESTOIVACOMPRAS","IVA compras","IVA compras","E","","",T
"ITEMIVACOMPRAS","Item impuesto iva compras","","I","","",F
"REGISTRODEBAJA","Registro de baja","Registro de baja","E","","",F
"NOMBREDEFANTASIA","Nombre de fantasía","Nombres de fantasía","E","","",T
"ITEMRAZONSOCIAL","Razones sociales asociadas al nombre de fantasía","","I","","",F
"TIPODEDIRECCION","Tipos de dirección","Tipos de dirección","E","","",T
"CONTACTO","Contactos","Contactos","E","","",T
"ITEMCONTACTO","Contactos del cliente","Contactos del cliente","I","","",F
"ITEMOTRASDIRECCIONES","Otras direcciones del cliente","Otras direcciones del cliente","I","","",F
"TIPOCLIENTE","Tipos de clientes","Tipos de clientes","E","","",T
"CATEGORIACLIENTE","Categorías de clientes","Categorías de clientes","E","","",T
"DISCOVER","Discover","Discover","E","","",F
"CRITERIOSVALORES","Criterios de aceptacion valores","Criterios de aceptacion valores","E","","",T
"ITEMVALORESAENT","Item valores a entregar","","I","ValoresAEnt","",F
"DESPACHODEIMPORTACION","Despacho de importación","Despacho de importación","E","","",T
"ITEMARTICULOSDESPACHO","Item de artículos del despacho","Artículos del despacho","I","ARTICULODESPACHO","",F
"SELECCIONDESPACHO","Selección de despacho de importación","Selección de despacho de importación","E","","",T
"ITEMSELECCIONDESPACHO","Item selección de despacho","","I","","",F
"REGISTRODESALUDSERVIDORDEDATOS","Registros de salud del servidor de base de datos","Registros de salud del servidor de base de datos","E","","",F
"REGIMENIMPOSITIVO","Régimen impositivo","Régimen impositivo","E","","",T
"ITEMESCALA","Escalas para calculo en impuestos","Item para escalas de aplicación en impuestos","I","","",F
"CLASIFICACIONCONCEPTOPAGO","Clasificaciones de conceptos de otros pagos","Clasificaciones de conceptos de otros pagos","E","","",T
"CONCEPTOPAGO","Conceptos de otros pagos","Conceptos de otros pagos","E","","",T
"COMPROBANTEPAGO","Otros pagos","Otros pagos","E","ENT_COMPROBANTEDECOMPRASCONVALORES","ComprobanteDeComprasConValores",T
"ITEMCOMPROBANTEPAGO","Items de comprobantes de pago","Linea detalle comprobantes de pago","I","","",F
"ITEMVALORESCOMPROPAGO","Items de comprobantes de pago","Linea detalle valores de comprobantes de pago","I","VALORESCOMPRA","",F
"COMPROBANTEDERETENCIONESIVA","Comprobante de retención de IVA","Comprobante de retención de IVA","E","Ent_ComprobanteDeRetencionesBase","ComprobanteDeRetencionesBase",T
"COMPROBANTEDERETENCIONESGANANCIAS","Comprobante de retención de ganancias","Comprobante de retención de ganancias","E","Ent_ComprobanteDeRetencionesBase","ComprobanteDeRetencionesBase",T
"COMPROBANTEDERETENCIONESSUSS","Comprobante de retención de seguridad social","Comprobante de retención de SUSS","E","Ent_ComprobanteDeRetencionesBase","ComprobanteDeRetencionesBase",T
"Condiciondepago","Condiciones de pago","Condiciones de pago","E","","",T
"Itempagospersonalizados","Items de pagos personalizados","Items de pagos personalizados","I","pagospersonalizados","",F
"TIPODEOPERACIONAFIP","Tipos de operación","Tipos de operación","E","","",T
"ASOCIACIONARTICULOSOPERACIONESAFIP","AFIP - Asociación de artículos y tipos de operación","AFIP - Asociación de artículos y tipos de operación","E","","",T
"FERIADO","Feriados","Feriados","E","","",T
"ITEMFERIADO","Feriados","Feriados","I","","",T
"REGISTRODEACTIVIDADDET","Detalle de contexto del registros de actividad","Detalle de contexto del registros de actividad","E","","",F
"ITEMCAMPOORDENAMIENTO","Item para almacenar los campos de ordenamiento personales","Campos ordenamientos personales","I","","",F
"DatosAdicionalesComprobantesA","AFIP R.G. 4520/19 - Datos adicionales en comprobantes A","AFIP RG 4520/19 - Datos adicionales en comprobantes A","E","","",T
"MOTIVODATOSADICIONALESCOMPROBANTESA","Motivo en datos adicionales d comprobantes A","Motivo en datos adicionales d comprobantes A","E","","",F
"AGRUPAMIENTOPUBLICACIONES","Agrupamientos para publicaciones","Agrupamientos para publicaciones","E","","",T
"ITEMAGRUPAPUBLIC","Items de agrupamientos centralizados","Items de agrupamientos centralizados","I","AgruPubliDetalle","",F
"CONCEPTOLIQUIDACIONTARJETA","Conceptos de liquidación de tarjetas","Conceptos de liquidación de tarjetas","E","","",T
"ITEMCONCEPTOS","Item de conceptos de liquidación de tarjeta","Item de conceptos de liquidación de tarjeta","I","","",F
"LIQUIDACIONDIARIA","Liquidación diaria","Liquidación diaria","E","","",T
"ITEMCONCEPTOLIQ","Item concepto de liquidación","Item concepto de liquidación","I","","",F
"LIQUIDACIONMENSUAL","Liquidación mensual","Liquidación mensual","E","","",T
"ITEMLIQDIARIA","Item de liquidación diaria en liquidación mensual","Item de liquidación diaria en liquidación mensual","I","","",F
"ITEMLIQGENERAL","Item de liquidación mensual","Item de liquidación mensual","I","","",F
"ITEMIMPUESTOSLIQ","Item impuesto liquidación mensual","Item impuesto liquidación mensual","I","","",F
"ITEMIMPUESTOSLIQCOM","Item otros impuestos liquidación mensual","Item otros impuestos liquidación mensual","I","","",F
"PLANDECUENTAS","Plan de cuentas contables","Plan de cuentas","E","","",T
"MAILPORLOTE","Envío de comprobantes por email","Envío de comprobantes por email","E","","",T
"EMAIL","Emails","Emails","E","","",T
"CUENTACORREO","Cuenta de correo","Cuenta de e-mail","E","","",T
"ITEMARCHIVOSMAIL","Item archivos mail","Item archivos mail","I","","",T
"ITEMENTIDADESMAIL","Item entidades mail","Item entidades mail","I","","",F
"COMPROBANTEDERETENCIONRECIBIDO","Comprobante de retención recibido","Comprobante de retención recibido","E","","",T
"ITEMRETENCIONRECIBIDA","Items impuestos del comprobante de retenciones recibidos","Items de impuestos del comprobante de retenciones recibidos","I","","",F
"ITEMRETENCIONRECIBO","Items retenciones de impuestos recibidos en el recibo","Items retenciones recibidas","I","","",F
"DATOSRETENCIONRECIBIDO","Comprobante de retención recibido","Comprobante de retención recibido","E","","",T
"REPORTEELECTRONICO","Descarga de reportes electrónicos R.G. 3561/13","Descarga de reportes electrónicos RG 3561/13","E","","",T
"COMPLETARDESDEVENTAS","Completa pedido de venta desde registro de ventas","Completar desde ventas","E","","",T
"CENTRODECOSTO","Centro de costos","Centro de costos","E","","",T
"DISTRIBUCIONCENTRODECOSTO","Distribución por centro de costos","Distribución por centro de costos","E","","",T
"ITEMCCOSTO","Item de distribucion de centro de costo","Item de distribución de centro de costo","I","","",F
"ASIENTO","Asientos contables","Asiento","E","","",T
"ITEMASIENTO","Item de asientos contables","Item de asientos contables","I","","",F
"RAZONSOCIAL","Razón social","Razón social","E","","",T
"EJERCICIO","Ejercicio","Ejercicio","E","","",T
"ASIGNARZBD","Asignación de razón social a base de datos","Asignación de razón social a base de datos","E","","",T
"IMPDIRVAL","Imputación de valores a cuenta contable","Imputación de valores a cuenta contable","E","ent_ImputacionDirectaBase","",T
"IMPDIRART","Imputación de articulo a cuenta contable","Imputación de articulo a cuenta contable","E","ent_ImputacionDirectaBase","",T
"IMPDIRCLI","Imputación de cliente a cuenta contable","Imputación de cliente a cuenta contable","E","ent_ImputacionDirectaBase","",T
"IMPDIRPRO","Imputación de proveedor a cuenta contable","Imputación de proveedor a cuenta contable","E","ent_ImputacionDirectaBase","",T
"IMPDIRIMP","Imputación de impuesto a cuenta contable","Imputación de impuesto a cuenta contable","E","ent_ImputacionDirectaBase","",T
"IMPDIRCAJ","Imputación de concepto de caja chica a cuenta contable","Imputación de concepto de caja chica a cuenta contable","E","ent_ImputacionDirectaBase","",T
"IMPDIRCON","Imputación de concepto de otros pagos a cuenta contable","Imputación de concepto de otros pagos a cuenta contable","E","ent_ImputacionDirectaBase","",T
"IMPDIRDES","Imputación de destino de descarga de cheques de terceros","Imputación de destino de descarga de cheques de terceros","E","ent_ImputacionDirectaBase","",T
"IMPDIROPE","Imputación de operadoras de tarjetas","Imputación de operadoras de tarjetas","E","ent_ImputacionDirectaBase","",T
"IMPDIRLIQ","Imputación de concepto de liquidación de tarjetas","Imputación de concepto de liquidación de tarjetas","E","ent_ImputacionDirectaBase","",T
"IMPVERCC","Imputación vertical a centro de costos","Imputación vertical a centro de costos","E","ent_ImputacionDirectaBase","",T
"IMPDIRCCA","Imputación de artículo a centro de costos en compras","Imputación de artículo a centro de costos en compras","E","ent_ImputacionDirectaBase","",T
"IMPDIRCCC","Imputación de concepto de otros pagos a centro de costos","Imputación de concepto de otros pagos a centro de costos","E","ent_ImputacionDirectaBase","",T
"ASIENTOSPERIODICOS","Asientos periódicos","Asientos periódicos","E","","",T
"APERTURAEJERCICIO","Apertura de ejercicio","Apertura de ejercicio","E","","",T
"CONTABILIZACION","Contabilización de asientos tipo","Proceso de contabilización","E","","",T
"ASIENTOTIPO","Asiento tipo","Asiento tipo","E","","",T
"ITEMASIENTOTIPO","Item de configuración de asientos tipo","Item de configuración de asientos tipo","I","","",F
"CIERREEJERCICIO","Cierre de ejercicio","Cierre de ejercicio","E","","",T
"ITEMTARJETASICARD","Items de tarjetas para dispositivo ICard","","I","","",F
"ITEMAUTORIZICARD","Items de autorizadores para dispositivo ICard","","I","","",F
"ENTREGADEMERCADERIAS","Entrega de mercaderías","Entrega de mercaderías","E","","",T
"ITEMREMITOS","Item de remitos","Item de remitos","I","","",T
"ITEMTARJETASLAPOS","Items de tarjetas para dispositivo LaPos","","I","","",F
"ITEMPLANESLAPOS","Items de planes para dispositivo LaPos","","I","","",F
"Ecommerce","Plataformas de ecommerce","Plataformas","E","","",T
"Clienteecommerce","Clientes ecommerce","Clientes ecommerce","E","","",T
"Operacionecommerce","Operaciones ecommerce","Operaciones ecommerce","E","","Comprobante",T
"Itempublicacionecom","Item de publicaciones ecommerce","Item de publicaciones ecommerce","I","","",F
"Comprobantesecommerce","Herramienta de generación de comprobantes ecommerce","Herramienta de generación de comprobantes ecommerce","E","","",T
"Itemoperacionesecom","Item de operación ecommerce","Item de operación ecommerce","I","","",F
"Puntosdeventa","Puntos de venta para los comprobantes manuales","Diferenciación de puntos de venta por comprobante","E","","",T
"DatosAdicionalesSIPRIB","IIBB Santa Fe SIPRIB - Datos adicionales","IIBB Santa Fe SIPRIB - Datos adicionales","E","","",T
"ARTICULOINCISODATOSADICIONALESSIPRIB","Articulo inciso datos adicionales SIPRIB","Articulo inciso datos adicionales SIPRIB","E","","",F
"SERVICIOREST","Servicio REST","Servicio REST","E","","",T
"CLAVESECRETAREST","Cliente REST","Cliente REST","E","","",T
"ITEMDOMINIOSCORS","Dominios a habilitar CORS en servicios","Dominios a habilitar CORS en servicios","I","","",F
"ITEMDISPMOVILPOINT","Items de dispositivos móviles","","I","","",F
"ITEMSERIALPOINT","Items de números de series de lectores","","I","","",F
"AGRUPALISTADOSPERSONALIZADOS","Agrupamiento de listados personalizados","Agrupa listados personalizados","E","","",T
"ITEMREFERENCIAALISTADO","Referencia a listados perzonalizados","Referencia a listados personalizados","I","","",F
"REPORTEAUDITORIACIERREZ","Reporte de auditoría de cierre  Z","Reporte de auditoría de cierre Z","E","","",T
"MOTIVODESCUENTOYDEVOLUCION","Motivos de descuento y devolución","Motivos de descuento y devolución","E","","",T
"CODIGOAUTORIZACIONDJCP","Código de autorización de DJCP","Código de autorización de DJCP MECON Resolución 404 E/2016","E","","",T
"ITEMAUTORIZACIONDJCP","Valores de autorización de DJCP","Valores de códigos de autorización de DJCP","I","","",F
"ARQUEODECAJA","Arqueo de caja","Arqueo de caja","E","","Comprobante",T
"ITEMTOTALPORGRUPO","Item total por grupo del arqueo de caja","Item total por grupo del arqueo de caja","I","","",F
"ITEMRECEFECTIVO","Item arqueo efectivo por denominacion","Item arqueo efectivo por denominacion","I","","",F
"ITEMARQUEOOTROS","Item arqueo de otros","Item arqueo de otros","I","","",F
"ITEMDENOMINACIONES","Item de denominaciones de monedas","Item de denominaciones de monedas","I","","",F
"ITEMDESCUENTO","Item de descuento","Item de descuentos","I","","",F
"CODIGODESERVICIO","Código de servicio","Código de servicio","E","","",T
"TIPODEORDEN","Tipo de orden","Tipo de orden","E","","",T
"ESTADOSDEINTERACCION","Estados de interacción","Estados de interacción","E","","",T
"INTERACCIONDEORDEN","Interacción de orden","Interacción de orden","E","","",T
"ENTIDADADICIONAL1","Entidad adicional 1","Entidad adicional 1","E","","",T
"ENTIDADADICIONAL2","Entidad adicional 2","Entidad adicional 2","E","","",T
"ENTIDADADICIONAL3","Entidad adicional 3","Entidad adicional 3","E","","",T
"ORDENDESERVICIO","Orden de servicio","Orden de servicio","E","","",T
"ITEMCODSERV","Item de código de servicio","Item de código de servicio","I","","",F
"ITEMINTERACCION","Item de interacción","Item de interacción","I","","",F
"SELECCIONORDENDESERVICIO","Seleccion de órdenes de servicio","Seleccion de órdenes de servicio","E","","",T
"ITEMORDENDESERVICIO","Item de órdenes de servicio","Item de órdenes de servicio","I","","",F
"SELECCIONOPERACIONECOMMERCE","Selección de operaciones ecommerce","Selección de operaciones ecommerce","E","","",T
"GESTIONVENDEDOR","Asignación de vendedor a base de datos","Asignación de vendedor a base de datos","E","","",T
"FILTRARCOMPROBANTESACONTROLAR","Comprobantes a controlar","Comprobantes a controlar","E","","",T
"ITEMPREPMPICKING","Item preparación de mercadería","Item preparación de mercadería","i","","",F
"COTIZACION","Carga de nueva cotización","Nueva cotización","E","ent_virtual","",T
"EMAILENCOMPROBANTE","Email","Email","E","","",T
"SELECCIONCOMPROBANTEASOCIADO","Selección comprobante asociado","Selección comprobante asociado","E","","",T
"FACTURAELECTRONICADECREDITO","Factura de crédito electrónica MiPyME de venta","Factura de crédito electrónica MiPyME de venta","E","Ent_ComprobanteElectronicoNacional","ComprobanteElectronico",T
"NOTADECREDITOELECTRONICADECREDITO","Nota de crédito electrónica MiPyME de venta","Nota de crédito electrónica MiPyME de venta","E","Ent_ComprobanteElectronicoNacional","ComprobanteElectronico",T
"NOTADEDEBITOELECTRONICADECREDITO","Nota de débito electrónica MiPyME de venta","Nota de débito electrónica MiPyME de venta","E","Ent_ComprobanteElectronicoNacional","ComprobanteElectronico",T
"CONFIRMACIONFECHAVTOMIPYME","Confirmar fecha de vencimiento MiPyME","Confirmar fecha de vencimiento MiPyME","E","","",T
"NUEVOENTREGAONLINE","Nuevo Remito de venta en base a Pendientes de entrega","Nuevo Remito de venta en base a Pendientes de entrega","E","","",T
"Selecciondisenoimportacion","Selección de diseño de importación","Selección de diseño de importación","E","ent_virtual","",T
"EnvioDeMensajeria","Envío de mensajería a eCommerce","Envío de mensajería a eCommerce","E","","",T
"DATOSTAREAPROGRAMADAECOMMERCE","Parámetros tarea programada ecommerce","Parámetros tarea programada ecommerce","E","","",T
"ITEMPLATAFORMAS","Item de operación ecommerce","Item de operación ecommerce","I","","",F
"ITEMPARTICIPANTES","Item de participantes de un kit","Item de participantes de un kit","I","","",F
"ITEMKITS","Item de kits","Item de kits","I","Kits","",F
"ITEMCHEQUEHISTORIAL","Item de historial de interacciones de cheques","Item de historial de interacciones de cheques","I","","",F
"VALORESENTRANSITO","Valores en tránsito","Valores en tránsito","E","","",T
"ITEMVALORESENTRANSITO","Items de valores para movimientos de caja","","I","","",F
"CONFIRMACIONVALORESENTRANSITO","Confirmar acción para valores en tránsito","Confirmar acción para valores en tránsito","E","","",T
"DATOSTRANSACCIONBANCARIA","Datos de transacción bancaria","Datos de transacción bancaria","E","","",T
"REGISTRODECUENTA","Registro conciliables","Registro conciliables","E","","",T
"TRANSFERENCIAENTRECUENTAS","Transferencia entre cuentas bancarias","Transferencia entre cuentas bancarias","E","","",T
"COMPLETARDATOSREGISTRO","Completar datos de cuentas bancartias","Completar datos de cuentas bancartias","E","","",T
"ITEMDATOSREGISTRO","Item de datos de cuenta bancaria","Item de datos de cuenta bancaria","I","","",F
"CONCEPTOENTIDADFINANCIERA","Concepto de entidades financieras","Concepto de entidades financieras","E","","",T
"MOVIMIENTOBANCARIO","Movimiento bancario","Movimiento bancario","E","","",T
"CONCILIACIONES","Conciliaciones","Conciliaciones","E","","",T
"ITEMMOVBANCARIOS","Item de movimientos bancarios","Item de movimientos bancarios","I","","",F
"ITEMREGCONCILIABLES","Item de registros conciliables","Item de registros conciliables","I","","",F
"HERRAMIENTACONCILIACION","Conciliación bancaria","Conciliación bancaria","E","","",T
"ITEMMOVBANCARIOSTOOL","Item de movimientos bancarios","Item de movimientos bancarios","I","","",F
"ITEMREGCONCILIABLESTOOL","Item de registros conciliables","Item de registros conciliables","I","","",F
"TIPODECOMPROBANTEDECOMPRA","Tipo de comprobante de compra","Tipo de comprobante","E","","",T
"DEUDADECHEQUES","Deuda de cheques","Deuda de cheques","E","","",F
"CHEQUESDISPONIBLES","Detalle de cheques disponible","Detalle de cheques","E","","",T
"ITEMCHEQUEDISPONIBLE","Item cheque","","I","","",F
"CODBARRAALTER","Código de barra alternativo","Código de barra alternativo","E","","",T
"ITEMCODBARRAALTER","Item código de barra alternativo","Item código de barra alternativo","I","","",F
"ITEMEXCLUIDOOTRAPERCEP","Item percepciones excluidas","Percepciones excluidas","I","","",F
"ITEMTARJETASFISERV","Items de tarjetas para dispositivos FiServ","","I","","",F
"PreparacionDeMercaderia","Preparación de mercadería","Preparación de mercadería","E","Ent_ComprobanteDeVentasSinValores","ComprobanteDeVentasSinValores",T
"FACTURAAGRUPADA","Factura","Factura","E","Ent_ComprobanteAgrupado","ComprobanteAgrupado",T
"NOTADECREDITOAGRUPADA","Nota de crédito","Nota de crédito","E","Ent_ComprobanteAgrupado","ComprobanteAgrupado",T
"NOTADEDEBITOAGRUPADA","Nota de débito","Nota de débito","E","Ent_ComprobanteAgrupado","ComprobanteAgrupado",T
"ITEMERRORESECOMMERCE","Items de operaciones con errores","","I","","",F
"DATOSADICIONALESSIRE","AFIP R.G. 4523/19 - SIRE","AFIP RG 4523/19 - SIRE","E","","",T
"HERRAMIENTAAGRUPADORADEPACKS","Herramienta Agrupar/Desagrupar Pack","Herramienta Agrupar/Desagrupar Pack","E","","",T
"ITEMAGRUPADORDEPACK","Item Agrupar desagrupar pack","Item Agrupar desagrupar pack","I","AgrupadorDePack","",F
"ITEMCHEQUEPROPIOHIST","Item de historial de interacciones de cheques propios","Item de historial de interacciones de cheques propios","I","","",F
"LINKQRENETIQUETA","Link para impresión de código QR en etiquetas","Código QR en etiquetas","E","","",T
"WEBHOOK","Servicio Webhook","Servicio Webhook","E","","",T
"ITEMWEBHOOK","Item webhook","Item de WebHook","I","","",F
"TIQUETDECAMBIO","Comprobante para cambio","Comprobante para cambio","E","","",F
"ITEMTIQUETDECAMBIO","Item comprobante para cambio","Item comprobante para cambio","I","","",F
"ITEMTERMINALESLAPOS","Items de terminales smart LaPos","","I","","",F
"ITEMTARJETASSMARTLAPOS","Items de tarjetas para dispositivo smart LaPos","","I","","",F
"PERSONALIZACIONDEENTIDADES","Personalización de entidades","Personalización de entidades","E","","",T
"DIRECCIONENTREGAENCOMPROBANTE","Establecer domicilio de entrega","Establecer domicilio de entrega","E","","",T
"REGISTROLIQUIDACIONCONSIGNACIONES","Registros de liquidación de consignaciones","Registros de liquidación de consignaciones","E","","",F
"ITEMAJUSTOCKENTRANSITO","Items de ajuste de stock en tránsito","Items de ajuste de stock en tránsito","I","AjusteCombinacion","",F
"ITEMAJAUDIENTRANSITO","Item ajuste de stock por auditoría en tránsito","Ajuste stock por auditoría en tránsito","I","AjusteCombinacion","",F
"FECHACANCELACION","Fecha de cancelación del artículo","Fecha de cancelación del artículo","E","","",T
"ITEMFECHACANCELACION","Item fecha cancelación","","I","","",F
"ITEMPLANESSMARTLAPOS","Items de planes para dispositivo smart LaPos","","I","","",F
"MARCA","Marcas de artículos","Marcas","E","","",T
"ETIQUETASECOMMERCE","Etiquetas ecommerce","Etiquetas ecommerce","E","","",T
"CATEGORIASECOMMERCE","Categorías ecommerce","Categorías ecommerce","E","","",T
"CONFIGURACIONARTICULOECOMMERCE","Categorías, etiquetas y dimensiones ecommerce","Categorías etiquetas y dimensiones ecommerce","E","","",T
"ITEMCATEGORIASECOM","Item de categorías ecommerce","","I","","",F
"ITEMETIQUETASECOM","Item de etiquetas ecommerce","","I","","",F
"ITEMDIMENSIONESECOM","Item de dimensiones ecommerce","","I","","",F
"CATEGORIASGOOGLESHOPPING","Categorías de Google Shoping","Categorías de Google Shoping","E","","",T
"APERTURAAUTOMATICAENTIDADES","Apertura automática de entidades","Apertura automática de entidades","E","","",T
"ITEMAPERAUTOMATICAS","-","-","I","","",T
"OPEECOMENPROCESO","Operaciones eCommerce en proceso","","E","","",F
"CAEA","CAEA","Obtención de CAEA","E","","",T
"CAEAINFORMA","Informar Movimientos CAEA","Información de movimientos CAEA","E","","",T
"ITEMCAEAINFORMA","items Informar Movimientos CAEA","","I","","",F
"MAQUINARIA","Maquinaria y mano de obra","Maquinaria y mano de obra","E","","",T
"CONSUMOPRODUCCION","Consumos de producción","Consumos de producción","E","","",T
"ITEMMAQUINARIACONSUMO","Item consumos de producción","Item consumos de producción","I","","",F
"CLASIFICACIONPRODUCCION","Clasificación de producción","Clasificación de producción","E","","",T
"RUBROPRODUCCION","Rubro de producción","Rubro de producción","E","","",T
"TIPIFICACIONPRODUCCION1","Tipificación de producción 1","Tipificación de producción 1","E","","",T
"TIPIFICACIONPRODUCCION2","Tipificación de producción 2","Tipificación de producción 2","E","","",T
"VENDEDORENCOMPROBANTE","Vendedor","Vendedor","E","","",T
"CONDICIONDEPAGOENCOMPROBANTE","Condición de pago","Condición de pago","E","","",T
"INVENTARIO","Inventario","Inventarios","E","EntidadDeProduccion","",T
"INSUMO","Insumos","Insumos","E","EntidadDeProduccion","",T
"CURVADEPRODUCCION","Curva de producción","Curvas de producción","E","EntidadDeProduccion","FormularioDeProduccion",T
"MOTIVODESCARTE","Motivo de descarte","Motivo de descarte","E","","",T
"TALLER","Talleres de producción","Talleres","E","","",T
"PROCESOPRODUCCION","Procesos de producción","Procesos de producción","E","","",T
"ITEMVALEDECAMBIO","Item de vale de cambio","Item de vale de cambio","I","","",F
"FILTRARCOMPROBANTESAINSERTAR","Comprobantes a insertar","Comprobantes a insertar","E","","",T
"SELECOMPAINSERTAR","Selección de comprobantes","Selección de comprobantes","E","","",T
"ITEMSELECOMPAINSERTAR","Item de selección de comprobantes","Item de selección de comprobantes","I","","",F
"INFORMEVENTASLPS","Informe de ventas a Las Piedras Shopping","Informe de ventas a Las Piedras Shopping","E","","",F
"SELECCHEQUETERCEROS","Filtros para selección múltiple de cheques de terceros","Filtros para selección múltiple de cheques de terceros","E","","",T
"SELECHEQUEAINSERTAR","Selección de cheques","Selección de cheques","E","","",T
"ITEMSELECHEQUEAINSERTAR","Item de selección de cheques","Item de selección de cheques","I","","",F
"ITEMTARJETASPOSNET","Items de tarjetas para dispositivo Posnet","","I","","",F
"ITEMPLANESPOSNET","Items de planes para dispositivo Posnet","","I","","",F
"RETIRODEEFECTIVO","Retiro de efectivo en caja","Retiro de efectivo","E","ent_virtual","",T
"GESTIONCHCUSTODIA","Depósito de cheques en custodia","Depósito de cheques en custodia","E","","",T
"ITEMCHCUSTODIA","Item de cheques en custodia","Item de cheques en custodia","I","","",F
"GENERADORTOKEN","Generador token API Rest","Token API Rest","E","","",T
"LISTADECOSTOSDEPRODUCCION","Listas de costos de producción","Listas de costos de producción","E","","",T
"MODIFICACIONDECOSTOSDEPRODUCCION","Modificación de costos de producción","Modificación de costos de producción","E","","",T
"COTIZACIONGESTIONDEORDENDEPRODUCCION","Cotización gestión de orden de producción","Cotización gestión de orden de producción","E","","",T
"LIQUIDACIONDETALLER","Liquidación de talleres","Liquidación de talleres","E","","",T
"COSTODEINSUMO","Costos de insumos y semielaborados","Costos de insumos","E","","",F
"ITEMMODCOSTOPROD","Items de modificación de costos de insumos en producción","Items de modificación de costos de insumos en producción","I","","",F
"ITEMEQUIVALORES","Item equivalencia de valores","Item equivalencia de valores","I","","",F
"ITEMVALOROPEECOM","Item valores operación ecommerce","Item valores operación ecommerce","I","","",F
"PROCESARNCPENDIENTEPROMOBANCO","Herramienta de generación de NC por promociones bancarias","Herramienta de generación de notas de crédito pendientes por promociones bancarias","E","","",T
"ITEMNCPENDIENTEPROMOB","Item NC pendientes por promo bancaria","Item modificación del costo de producción","I","","",F
"ALIVIODECAJA","Alivio de caja","Alivio de caja","E","","",T
"ITEMALIVIO","Item Alivio de caja","Item alivio de caja","I","","",F
